empresa,Nome,cpf_cnpj,data_compra,veiculo_porte,tipo_veiculo,medida_pneu,Remolde,Qnt_vendas,Vr_unitario,Vr_Total
Não,Stephany Lima,396.705.182-02,26/03/2023,medio,carro,175/75.16,Não,5,235.32,1176.6
Não,Théo Rodrigues,310.549.678-57,13/02/2024,grande,caminhão,205/60.15,Não,1,205.99,205.99
Não,Pedro Lucas Pires,528.974.163-19,13/02/2023,medio,carro,175/65.14,Não,3,203.7,611.1
Não,Eduarda Aparecida,643.217.980-78,23/08/2024,medio,carro,185/75.13,Sim,2,170.91,341.82
Não,Ana Sophia Jesus,104.895.263-06,21/02/2023,medio,carro,195/75.13,Não,5,233.05,1165.25
Não,Clara Duarte,198.537.620-21,02/08/2023,grande,caminhão,225/45.17,Sim,3,173.13,519.39
Sim,Porto Ltda.,31.502.897/0001-85,21/05/2023,medio,carro,175/65.14,Não,4,205.82,823.28
Não,Benjamin Sampaio,285.961.347-19,07/02/2023,grande,caminhão,225/65.15,Não,3,234.19,702.57
Não,Davi Pastor,531.904.768-10,22/02/2024,medio,carro,175/75.16,Não,6,229.94,1379.64
Não,Sr. Matteo Vargas,240.618.579-67,03/05/2024,grande,caminhão,215/55.15,Não,6,227.31,1363.86
Sim,Costela,97.430.286/0001-87,02/04/2025,medio,carro,185/65.16,Não,3,201.67,605.01
Não,Sr. Luiz Felipe Cunha,694.518.037-93,20/11/2024,grande,caminhão,215/65.17,Sim,4,180.58,722.32
Sim,Nascimento,04.163.295/0001-78,02/08/2022,grande,caminhão,225/60.15,Não,2,214.0,428.0
Não,Vitor Costela,705.189.423-41,25/01/2025,medio,carro,185/75.16,Não,5,226.09,1130.45
Sim,Aparecida,73.916.485/0001-31,04/07/2023,grande,caminhão,215/70.15,Sim,4,180.62,722.48
Não,Kaique Ramos,028.369.415-70,12/07/2022,grande,caminhão,205/65.16,Não,6,211.15,1266.9
Não,Theodoro Vieira,843.590.217-04,21/09/2023,medio,carro,195/75.15,Sim,5,169.11,845.55
Sim,Lopes,71.095.846/0001-09,03/01/2024,grande,caminhão,225/55.17,Não,2,211.4,422.8
Sim,Moreira,98.503.472/0001-61,17/01/2025,medio,carro,195/65.14,Não,4,208.39,833.56
Sim,Costela,97.430.286/0001-87,01/06/2024,grande,caminhão,215/55.15,Não,4,222.24,888.96
Não,Raul Sá,291.837.540-32,19/02/2024,medio,carro,175/65.13,Sim,1,167.67,167.67
Sim,Dias e Filhos,32.097.465/0001-07,25/03/2025,grande,caminhão,215/60.17,Não,5,215.4,1077.0
Não,Theodoro Ribeiro,940.615.872-85,18/05/2023,grande,caminhão,225/70.16,Não,1,227.44,227.44
Não,Gabrielly Viana,745.830.612-26,18/02/2024,medio,carro,175/65.14,Sim,6,183.32,1099.92
Sim,Porto Ltda.,31.502.897/0001-85,28/04/2025,medio,carro,195/65.14,Sim,3,179.26,537.78
Sim,Lopes,71.095.846/0001-09,13/03/2024,grande,caminhão,205/70.16,Não,4,209.72,838.88
Sim,Porto Ltda.,31.502.897/0001-85,04/03/2024,grande,caminhão,225/60.15,Não,5,201.99,1009.95
Não,Srta. Emanuella Alves,407.185.923-79,30/12/2022,medio,carro,165/65.14,Não,2,228.01,456.02
Sim,Almeida,59.608.342/0001-31,17/07/2023,grande,caminhão,215/60.15,Não,3,246.4,739.2
Não,Sr. Juan Vieira,347.190.685-10,18/01/2024,grande,caminhão,225/70.17,Não,1,230.83,230.83
Sim,Porto Ltda.,31.502.897/0001-85,08/12/2022,grande,caminhão,215/70.17,Sim,6,167.61,1005.66
Sim,Nascimento,04.163.295/0001-78,04/04/2024,medio,carro,185/65.13,Sim,1,175.35,175.35
Sim,Aparecida,73.916.485/0001-31,22/12/2023,medio,carro,185/65.15,Sim,3,168.97,506.91
Sim,Aparecida,73.916.485/0001-31,10/06/2023,medio,carro,165/75.13,Não,6,244.12,1464.72
Não,Dra. Mirella Caldeira,243.967.801-50,14/03/2024,medio,carro,185/75.13,Sim,6,180.46,1082.76
Não,Dra. Juliana Oliveira,134.576.908-39,14/11/2024,medio,carro,185/65.15,Não,1,207.31,207.31
Sim,Aparecida,73.916.485/0001-31,27/11/2023,medio,carro,165/75.14,Sim,6,187.38,1124.28
Sim,Nascimento,04.163.295/0001-78,03/03/2023,medio,carro,175/65.13,Não,6,227.28,1363.68
Sim,Cavalcante,65.098.174/0001-84,01/06/2024,grande,caminhão,225/60.16,Sim,3,182.17,546.51
Não,Alexandre Moura,432.068.715-90,29/03/2025,grande,caminhão,225/45.15,Não,2,233.91,467.82
Não,João Vitor Leão,469.352.017-99,02/09/2022,grande,caminhão,225/65.17,Sim,4,165.45,661.8
Não,Agatha Gonçalves,702.134.869-03,15/08/2024,grande,caminhão,225/45.15,Sim,5,173.57,867.85
Sim,Almeida,59.608.342/0001-31,21/08/2023,grande,caminhão,215/55.15,Não,6,241.51,1449.06
Sim,Nascimento,04.163.295/0001-78,11/05/2023,medio,carro,195/65.13,Sim,5,160.1,800.5
Sim,Sampaio,85.960.143/0001-06,27/11/2022,medio,carro,195/65.16,Sim,2,165.43,330.86
Sim,Cavalcante,65.098.174/0001-84,14/06/2022,grande,caminhão,215/65.17,Sim,3,165.55,496.65
Não,Dr. Ryan Moura,049.653.821-70,16/06/2024,medio,carro,185/65.16,Não,5,238.1,1190.5
